name,jif,jif5Years,fiveYearJifQuartile,jifWithoutSelfCites,immediacyIndex
STUDIES IN THE NOVEL,0.2,0.4,N/A,0.2,<0.1
WESTERN AMERICAN LITERATURE,0.2,0.2,N/A,0.1,<0.1
Journal of Early Modern Studies,0.2,0.2,N/A,0.2,0.1
CRITIQUE-STUDIES IN CONTEMPORARY FICTION,0.2,0.3,N/A,0.2,<0.1
MELUS,0.2,0.2,N/A,0.1,<0.1
Novoe Literaturnoe Obozrenie,0.2,0.2,N/A,0.2,<0.1
REVISTA CHILENA DE LITERATURA,0.2,0.2,N/A,0.2,<0.1
PHILOSOPHY AND LITERATURE,0.2,0.1,N/A,0.2,<0.1
De Medio Aevo,0.2,0.2,N/A,0.1,0.1
ENGLISH STUDIES IN AFRICA,0.2,0.3,N/A,0.2,0.2
Horror Studies,0.2,0.2,N/A,0.2,<0.1
Hipogrifo-Revista de literatura y cultura del Siglo de Oro,0.2,0.1,N/A,0.1,<0.1
Acta Histriae,0.2,0.3,Q4,0.1,0.1
Contributions to the History of Concepts,0.2,0.4,N/A,0.2,<0.1
VIRGINIA QUARTERLY REVIEW,0.2,0.1,N/A,0.2,<0.1
NEOHELICON,0.2,0.2,N/A,0.2,<0.1
Revista de Etnografie si Folclor-Journal of Ethnography and Folklore,0.2,0.3,N/A,0.2,0.1
Trends in Classics,0.2,0.2,N/A,0.1,<0.1
Casopis za Suvremenu Povijest,0.2,0.2,N/A,0.1,<0.1
Jewish Studies Quarterly,0.2,0.3,N/A,0.2,0.2
Journal of the History of Collections,0.2,0.3,N/A,0.2,0.2
SCIENCE-FICTION STUDIES,0.2,0.3,N/A,0.2,<0.1
FIDDLEHEAD,0.2,<0.1,N/A,0.2,
VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE,0.2,0.2,N/A,0.2,0.3
SOUTHEASTERN EUROPE,0.2,0.4,N/A,0.2,0.1
Terrae Incognitae-The Journal of the Society for the History of Discoveries,0.2,0.2,N/A,0.1,0.1
Agora-Estudos Classicos em Debate,0.2,0.2,N/A,0.2,<0.1
HISTORIA-ZEITSCHRIFT FUR ALTE GESCHICHTE,0.2,0.2,N/A,0.2,0.1
STUDIES IN ENGLISH LITERATURE 1500-1900,0.2,0.2,N/A,0.2,
Vestnik Sankt-Peterburgskogo Universiteta-Istoriya,0.2,0.2,N/A,0.2,<0.1
World Literature Studies,0.2,0.2,N/A,0.1,<0.1
Contemporary Womens Writing,0.2,0.1,N/A,0.2,<0.1
Cuadernos de Filologia Clasica-Estudios Griegos e Indoeuropeos,0.2,0.1,N/A,0.1,<0.1
Journal of Holy Land and Palestine Studies,0.2,0.4,N/A,0.1,0.1
NEW ZEALAND JOURNAL OF HISTORY,0.2,0.2,N/A,0.1,0.1
AMERICAN LITERARY REALISM,0.2,0.2,N/A,0.1,<0.1
Fashion Style & Popular Culture,0.2,0.3,N/A,0.2,0.1
Parliamentary History,0.2,0.3,N/A,0.1,0.1
Studies in European Cinema,0.2,0.5,N/A,0.2,<0.1
Acta Classica,0.2,0.2,N/A,0.2,<0.1
Journal of Scottish Historical Studies,0.2,0.1,N/A,0.2,<0.1
NEOPHILOLOGUS,0.2,0.2,N/A,0.2,0.1
Noveishaya Istoriya Rossii-Modern History of Russia,0.2,0.2,N/A,0.2,<0.1
ESSAYS IN CRITICISM,0.2,0.1,N/A,0.2,<0.1
BIOGRAPHY-AN INTERDISCIPLINARY QUARTERLY,0.2,0.4,N/A,0.2,0.2
JOURNAL OF MODERN LITERATURE,0.2,0.2,N/A,0.2,0.1
TEXAS STUDIES IN LITERATURE AND LANGUAGE,0.2,0.3,N/A,0.1,0.1
HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE,0.2,0.3,Q4,0.2,<0.1
Journal of Chinese Literature and Culture,0.2,0.3,N/A,<0.1,<0.1
Britain and the World,0.2,0.2,Q4,0.2,0.3
International Journal of Hindu Studies,0.2,0.4,N/A,0.2,0.1
Journal of Africana Religions,0.2,0.3,N/A,0.2,0.3
Northern Scotland,0.2,0.4,N/A,0.2,<0.1
VETUS TESTAMENTUM,0.2,0.3,N/A,0.2,<0.1
Revue d Etudes Tibetaines,0.2,0.2,N/A,0.1,0.1
Antichthon,0.2,0.2,N/A,0.2,<0.1
Comparative Critical Studies,0.2,0.2,N/A,0.2,<0.1
French History,0.2,0.3,Q4,0.1,<0.1
PACIFIC HISTORICAL REVIEW,0.2,0.4,N/A,0.2,0.1
Plainsong & Medieval Music,0.2,0.2,N/A,0.2,0.3
WELT DER SLAVEN-HALBJAHRESSCHRIFT FUR SLAVISTIK,0.2,0.2,N/A,0.2,0.1
STUDIES IN PHILOLOGY,0.2,0.2,N/A,0.2,<0.1
JOURNAL OF AMERICAN ETHNIC HISTORY,0.2,0.3,N/A,0.2,<0.1
JOURNAL OF EARLY CHRISTIAN STUDIES,0.2,0.3,N/A,0.2,0.1
Middle East Journal of Culture and Communication,0.2,0.4,N/A,0.2,0.1
ORBIS LITTERARUM,0.2,0.3,N/A,0.2,<0.1
REVISTA DE INDIAS,0.2,0.3,N/A,0.2,0.2
Samuel Beckett Today/Aujourd'hui,0.2,,N/A,0.2,<0.1
European Romantic Review,0.2,0.3,N/A,0.1,<0.1
Journal of Hindu Studies,0.2,0.1,N/A,0.2,<0.1
Journal of Islamic Manuscripts,0.2,0.2,N/A,0.2,<0.1
LEARNing Landscapes,0.2,0.4,N/A,0.2,<0.1
Quaerendo-A Journal Devoted to Manuscripts and Printed Books,0.2,0.1,N/A,0.2,0.1
ZEITSCHRIFT FUR VOLKSKUNDE,0.2,0.2,N/A,0.2,
Theology,0.2,0.2,N/A,0.2,<0.1
Third Text,0.2,0.4,N/A,0.2,<0.1
CIVIL WAR HISTORY,0.2,0.2,N/A,0.2,<0.1
FORUM FOR MODERN LANGUAGE STUDIES,0.2,0.2,N/A,0.2,0.1
JOURNAL OF GLASS STUDIES,0.2,0.3,N/A,0.2,<0.1
FABULA,0.2,0.2,N/A,0.2,0.1
JNT-JOURNAL OF NARRATIVE THEORY,0.2,0.2,N/A,0.2,0.1
ANGLIA-ZEITSCHRIFT FUR ENGLISCHE PHILOLOGIE,0.2,0.2,N/A,0.2,<0.1
Historia Caribe,0.2,0.2,N/A,0.1,0.1
JOURNAL OF FEMINIST STUDIES IN RELIGION,0.2,0.4,N/A,0.2,<0.1
Science Fiction Film and Television,0.2,0.3,N/A,0.2,0.1
AFRICAN AMERICAN REVIEW,0.2,0.3,N/A,0.2,<0.1
Al-Shajarah,0.2,0.3,N/A,0.2,<0.1
Buildings & Landscapes-Journal of the Vernacular Architecture Forum,0.2,0.3,N/A,0.2,<0.1
Film Fashion & Consumption,0.2,0.2,N/A,0.1,0.4
Mission Studies,0.2,0.2,N/A,0.1,0.3
TRAMES-Journal of the Humanities and Social Sciences,0.2,0.5,Q4,0.2,0.3
"American, British and Canadian Studies",0.2,,N/A,0.2,<0.1
Canadian Journal American and Caribbean Studies,0.2,0.4,N/A,0.2,0.1
French Screen Studies,0.2,0.2,N/A,0.1,<0.1
Journal of Visual Art and Design,0.2,0.2,N/A,0.2,0.1
Milli Folklor,0.2,0.2,N/A,0.1,<0.1
Early Popular Visual Culture,0.2,0.4,N/A,0.2,<0.1
MOREANA,0.2,0.2,N/A,<0.1,<0.1
Museum History Journal,0.2,0.4,N/A,0.2,<0.1
Utopian Studies,0.2,0.4,N/A,0.2,<0.1
Deleuze and Guattari Studies,0.2,0.3,N/A,0.2,0.1
HISTORIAN,0.2,0.2,N/A,0.2,<0.1
Iran and the Caucasus,0.2,0.2,N/A,0.1,<0.1
Journal of Persianate Studies,0.2,0.3,N/A,0.2,<0.1
Journal of Portuguese Linguistics,0.2,0.3,N/A,0.2,<0.1
JOURNAL OF SEMITIC STUDIES,0.2,0.2,N/A,0.2,0.1
Novyi Filologicheskii Vestnik-New Philological Bulletin,0.2,0.1,N/A,0.1,0.1
Sibirica-Interdisciplinary journal of Siberian Studies,0.2,0.4,N/A,0.1,0.1
Victorian Periodicals Review,0.2,0.3,N/A,0.2,
Ancient Civilizations from Scythia to Siberia,0.2,0.2,N/A,0.2,0.2
Multicultural Shakespeare-Translation Appropriation and Performance,0.2,0.2,N/A,0.2,<0.1
Studia Warminskie,0.2,0.2,N/A,0.1,<0.1
ZEITGESCHICHTE,0.2,0.2,Q4,0.2,0.1
ARCHIVIO STORICO ITALIANO,0.2,0.2,N/A,0.2,0.3
JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,0.2,0.2,N/A,0.2,<0.1
Manuscript Studies-A Journal of the Schoenberg Institute for Manuscript Studies,0.2,0.2,N/A,0.2,0.1
Monumenta Serica-Journal of Oriental Studies,0.2,0.3,N/A,0.2,0.2
SARE-Southeast Asian Review of English,0.2,0.1,N/A,0.1,<0.1
Transnational Screens,0.2,0.2,N/A,0.2,0.2
MASTER DRAWINGS,0.2,0.2,N/A,<0.1,0.1
Musicologist,0.2,,N/A,0.1,<0.1
PHILOLOGICAL QUARTERLY,0.2,0.2,N/A,0.2,<0.1
Cuadernos de Estudios Gallegos,0.2,0.2,N/A,0.2,0.1
Journal of Policy History,0.2,0.5,Q3,0.2,0.2
SCOTTISH JOURNAL OF THEOLOGY,0.2,0.2,N/A,0.2,0.1
ASIAN THEATRE JOURNAL,0.2,0.1,N/A,0.2,0.1
Costume-The Journal of the Costume Society,0.2,0.3,N/A,0.1,<0.1
Religion and Theology-A Journal of Contemporary Religious Discourse,0.2,0.2,N/A,0.2,<0.1
Taller de Letras,0.2,0.1,N/A,0.2,<0.1
Vestnik Sankt-Peterburgskogo Universiteta-Yazyk i Literatura,0.2,0.1,N/A,0.1,<0.1
Conservation and Management of Archaeological Sites,0.2,1.2,N/A,0.2,<0.1
Journal of Design History,0.2,0.3,N/A,0.2,0.1
Journal of World Christianity,0.2,0.2,N/A,0.2,0.2
MUSLIM WORLD,0.2,0.3,N/A,0.2,0.1
Slovene-International Journal of Slavic Studies,0.2,0.2,N/A,0.1,<0.1
AMERICAN CATHOLIC PHILOSOPHICAL QUARTERLY,0.2,0.3,N/A,0.1,<0.1
Anuario de Estudios Americanos,0.2,0.3,N/A,0.2,<0.1
Historische Zeitschrift,0.2,0.2,N/A,0.2,0.1
Hitit Theology Journal,0.2,0.2,N/A,0.2,<0.1
Nineteenth-Century Contexts-An Interdisciplinary Journal,0.2,0.3,N/A,0.2,<0.1
Preternature-Critical and Historical Studies on the Preternatural,0.2,0.3,N/A,0.2,0.1
Rhythmica-Revista Espanola de Metrica Comparada,0.2,0.2,N/A,0.2,
SYMPOSIUM-A QUARTERLY JOURNAL IN MODERN LITERATURES,0.2,0.2,N/A,0.2,0.1
Bioscope-South Asian Screen Studies,0.2,0.3,N/A,0.2,0.1
European Comic Art,0.2,0.3,N/A,0.1,<0.1
In die Skriflig-In Luce Verbi,0.2,0.3,N/A,0.1,<0.1
International Journal of Systematic Theology,0.2,0.3,N/A,0.2,0.2
Scottish Literary Review,0.2,0.1,N/A,<0.1,<0.1
US Catholic Historian,0.2,0.2,N/A,0.2,<0.1
CLIO-A JOURNAL OF LITERATURE HISTORY AND THE PHILOSOPHY OF HISTORY,0.2,0.2,N/A,0.2,<0.1
Journal of Israeli History,0.2,0.6,Q3,0.2,0.1
POETICA-ZEITSCHRIFT FUR SPRACH-UND LITERATURWISSENSCHAFT,0.2,0.2,N/A,0.2,<0.1
REVUE BIBLIQUE,0.2,0.1,N/A,0.2,<0.1
Acta Orientalia Academiae Scientiarum Hungaricae,0.2,0.2,N/A,0.1,0.1
Futuro del Pasado-Revista Electronica de Historia,0.2,0.3,N/A,0.2,0.1
HISTORY OF PHOTOGRAPHY,0.2,0.3,N/A,0.1,<0.1
LILI-ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK,0.2,0.1,N/A,0.2,<0.1
Quaestio Rossica,0.2,0.2,N/A,0.2,0.1
SEDERI-Yearbook of the Spanish and Portuguese Society for English Renaissance Studies,0.2,0.1,N/A,0.2,
American Art,0.2,0.3,N/A,0.1,0.1
Early Modern Women-An Interdisciplinary Journal,0.2,0.3,N/A,0.2,0.2
International Journal of Korean History,0.2,0.2,N/A,0.2,<0.1
Jewish Historical Studies-Transactions of the Jewish Historical Society of England,0.2,0.2,N/A,0.2,
Luxury-History Culture Consumption,0.2,0.3,N/A,0.1,<0.1
McGill Journal of Law and Health,0.2,0.2,N/A,0.2,
OVERLAND,0.2,0.2,N/A,0.2,<0.1
Perfect Beat,0.2,0.2,N/A,0.2,<0.1
Studies in Peoples History,0.2,0.2,N/A,0.2,0.2
AFRICAN ECONOMIC HISTORY,0.2,0.4,N/A,0.2,<0.1
Boletin del Museo Chileno de Arte Precolombino,0.2,0.6,N/A,0.2,<0.1
HISTORIA MEXICANA,0.2,0.4,N/A,0.2,0.1
Journal of Italian Cinema and Media Studies,0.2,0.3,N/A,0.1,0.4
Public Archaeology,0.2,0.7,N/A,0.2,<0.1
Reti Medievali Rivista,0.2,0.2,N/A,0.2,0.2
TRANSACTIONS OF THE CHARLES S PEIRCE SOCIETY,0.2,0.3,N/A,0.2,0.1
Eesti ja Soome-Ugri Keeleteaduse Ajakiri-Journal of Estonian and Finno-Ugric Linguistics,0.2,0.3,N/A,0.1,<0.1
Journal of Science and Technology of the Arts,0.2,0.3,N/A,0.2,<0.1
BURLINGTON MAGAZINE,0.2,0.2,N/A,0.1,0.1
Conservation Science in Cultural Heritage,0.2,0.3,N/A,0.2,
Israel Studies,0.2,0.3,N/A,0.2,0.2
MODERNISM-MODERNITY,0.2,0.3,N/A,0.2,<0.1
Teaching Philosophy,0.2,0.2,N/A,0.2,<0.1
Ephemerides Theologicae Lovanienses,0.2,0.2,N/A,0.2,<0.1
Ezhegodnik Finno-Ugorskikh Issledovanii-Yearbook of Finno-Ugric Studies,0.2,0.1,N/A,0.1,<0.1
Feminist Theology,0.2,0.2,N/A,0.2,<0.1
Liturgy,0.2,0.3,N/A,0.2,<0.1
Romani Studies,0.2,0.4,Q4,0.1,<0.1
STUDIES IN RELIGION-SCIENCES RELIGIEUSES,0.2,0.3,N/A,0.2,<0.1
Vernacular Architecture,0.2,0.4,N/A,0.1,<0.1
Avances del Cesor,0.2,0.2,N/A,0.2,<0.1
French Studies Bulletin,0.2,0.2,N/A,0.2,<0.1
Historia-Santiago,0.2,0.4,N/A,0.2,0.1
HISTORICAL REFLECTIONS-REFLEXIONS HISTORIQUES,0.2,0.1,N/A,0.1,0.1
International Journal of Mathematics for Industry,0.2,,N/A,0.2,<0.1
Journal of Hebrew Scriptures,0.2,0.2,N/A,0.2,
Magallanica-Revista de Historia Moderna,0.2,0.2,N/A,0.2,<0.1
Nova Prisutnost,0.2,0.2,N/A,0.1,<0.1
Problemy Muzykalnoi Nauki-Music Scholarship,0.2,0.1,N/A,<0.1,0.1
Anuario Colombiano de Historia Social y de la Cultura,0.2,0.4,N/A,0.2,<0.1
ECUMENICAL REVIEW,0.2,0.2,N/A,0.1,0.1
Etikk i Praksis,0.2,0.3,Q4,0.2,<0.1
Jebat-Malaysian Journal of History Politics and Strategic Studies,0.2,0.3,N/A,0.2,0.1
JOURNAL OF POPULAR CULTURE,0.2,0.3,Q4,0.2,0.1
Journal of Popular Music Studies,0.2,0.3,N/A,0.2,0.1
Museon,0.2,0.2,N/A,0.1,0.1
Studia Historica-Historia Moderna,0.2,0.2,N/A,0.2,0.1
Cuadernos de Historia Contemporanea,0.2,0.5,N/A,0.2,<0.1
Frantsuzskii Ezhegodnik-Annuaire d Etudes Francaises,0.2,0.1,N/A,0.2,
GERMAN STUDIES REVIEW,0.2,0.2,Q4,0.2,0.1
International Journal of Philosophy and Theology,0.2,0.2,N/A,0.2,0.1
Istoriya-History,0.2,0.1,N/A,0.1,0.1
Journal of Contemporary Painting,0.2,0.1,N/A,0.2,
Journal of Philosophical Research,0.2,0.4,N/A,0.2,0.4
RUSSIAN HISTORY-HISTOIRE RUSSE,0.2,0.2,N/A,0.1,<0.1
Trashumante-Revista Americana de Historia Social,0.2,0.2,N/A,0.2,<0.1
ZEITSCHRIFT FUR THEOLOGIE UND KIRCHE,0.2,0.1,N/A,0.2,<0.1
Acta Theologica,0.2,0.2,N/A,0.2,<0.1
ARTMargins,0.2,0.2,N/A,0.2,0.1
Estudios Irlandeses,0.2,0.2,N/A,0.2,0.1
Imago Mundi-The International Journal for the History of Cartography,0.2,0.3,Q4,0.2,<0.1
Journal of Ancient Judaism,0.2,0.3,N/A,0.1,<0.1
Journal of Logic and Analysis,0.2,0.4,N/A,0.2,<0.1
Nova et Vetera-English Edition,0.2,0.2,N/A,0.1,0.1
Ri Vista-Ricerche per la Progettazione del Paesaggio,0.2,0.2,N/A,0.2,0.1
Vestnik Sankt-Peterburgskogo Universiteta-Iskusstvovedenie,0.2,0.1,N/A,0.1,<0.1
Arquitetura Revista,0.2,0.2,N/A,0.2,<0.1
Biblical Theology Bulletin,0.2,0.3,N/A,0.2,<0.1
BLACK THEOLOGY,0.2,0.2,N/A,0.1,0.1
Bulletin of the History of Archaeology,0.2,0.2,N/A,0.2,0.3
Collectanea Christiana Orientalia,0.2,0.2,N/A,0.2,<0.1
European Journal of Cultural Management and Policy,0.2,0.2,N/A,0.2,<0.1
Holocaust-Studii si Cercetari,0.2,0.1,N/A,<0.1,<0.1
International Journal for the Study of Skepticism,0.2,0.2,N/A,0.2,0.2
International Journal of Buddhist Thought & Culture,0.2,0.2,N/A,0.2,0.1
Journal of International Arbitration,0.2,0.3,N/A,0.1,0.2
Pennsylvania History-A Journal of Mid-Atlantic Studies,0.2,0.2,N/A,0.1,<0.1
Rupkatha Journal on Interdisciplinary Studies in Humanities,0.2,0.2,N/A,0.2,0.1
Vinculos de Historia,0.2,0.2,N/A,0.2,<0.1
Art-Sanat,0.2,0.1,N/A,0.2,0.1
Bagh-e Nazar,0.2,0.2,N/A,0.1,<0.1
Capitale Culturale-Studies on the Value of Cultural Heritage,0.2,0.1,N/A,0.1,<0.1
Cosmos and History-The Journal of Natural and Social Philosophy,0.2,0.2,N/A,0.2,0.1
ESPES-The Slovak Journal of Aesthetics,0.2,,N/A,0.1,<0.1
European Legacy-Toward New Paradigms,0.2,0.2,N/A,0.2,<0.1
Flora Infeksiyon Hastaliklari ve Klinik Mikrobiyoloji Dergisi,0.2,0.1,N/A,0.1,<0.1
French Colonial History,0.2,0.1,N/A,0.2,
Fronteras de la Historia,0.2,0.2,N/A,0.2,0.1
INTERNATIONAL REVIEW OF THE AESTHETICS AND SOCIOLOGY OF MUSIC,0.2,0.2,N/A,0.2,
Philosophy of Photography,0.2,0.1,N/A,0.2,
Portuguese Journal of Social Science,0.2,0.4,N/A,0.2,
Comparative Cognition & Behavior Reviews,0.2,1.4,N/A,0.2,0.6
Dialog-A Journal of Theology,0.2,0.2,N/A,0.2,0.1
Film-Philosophy,0.2,0.3,N/A,0.2,<0.1
Historelo-Revista de Historia Regional y Local,0.2,0.3,N/A,0.2,0.1
Medieval Mystical Theology,0.2,0.1,N/A,0.1,<0.1
SLAVONICA,0.2,0.1,N/A,0.2,<0.1
ZEITSCHRIFT FUR KUNSTGESCHICHTE,0.2,0.1,N/A,0.2,<0.1
ACTA MUSICOLOGICA,0.2,0.5,N/A,0.1,0.5
Arabica,0.2,0.4,N/A,0.1,0.3
Civil Justice Quarterly,0.2,0.4,N/A,0.1,0.1
Co-herencia,0.2,0.2,N/A,0.2,<0.1
EARI-Educacion Artistica-Revista de Investigacion,0.2,0.3,N/A,0.2,
Ecclesiology,0.2,0.2,N/A,0.1,0.1
Musica Hodie,0.2,0.3,N/A,0.2,<0.1
Netherlands Yearbook for History of Art-Nederlands Kunsthistorisch Jaarboek,0.2,0.1,N/A,0.1,<0.1
Scriptura-International Journal of Bible Religion and Theology in Southern Africa,0.2,0.2,N/A,0.1,0.1
VIGILIAE CHRISTIANAE,0.2,0.2,N/A,0.2,<0.1
WOMENS STUDIES-AN INTERDISCIPLINARY JOURNAL,0.2,0.3,N/A,0.2,0.1
ABE Journal,0.2,0.2,N/A,0.2,<0.1
Filosofskii Zhurnal,0.2,0.2,N/A,0.1,<0.1
How-A Colombian Journal for Teachers of English,0.2,0.8,N/A,0.2,<0.1
Jewish Film & New Media-An International Journal,0.2,0.3,N/A,0.2,
JOURNAL OF ARCHITECTURAL EDUCATION,0.2,0.2,N/A,0.2,0.1
Malaysian Journal of Music,0.2,,N/A,0.1,0.1
Philosophical Inquiries,0.2,0.4,N/A,0.2,0.1
Philosophy and Public Issues,0.2,0.1,N/A,0.2,
Antiquaries Journal,0.2,0.3,N/A,0.2,0.1
BIBLICA,0.2,0.2,N/A,0.2,<0.1
Journal of College of Sharia and Islamic Studies,0.2,0.2,N/A,0.1,0.1
NEW MEXICO HISTORICAL REVIEW,0.2,0.1,N/A,<0.1,<0.1
Pluralist,0.2,0.2,N/A,0.2,0.2
Proyecto Progreso Arquitectura,0.2,0.2,N/A,0.2,<0.1
Tradition & Discovery,0.2,0.2,N/A,0.1,<0.1
VOPROSY FILOSOFII,0.2,0.2,N/A,0.1,<0.1
ZEITSCHRIFT FUR HISTORISCHE FORSCHUNG,0.2,0.2,N/A,0.2,<0.1
Biblical Interpretation-A Journal of Contemporary Approaches,0.2,0.3,N/A,0.2,<0.1
Canadian Journal of Film Studies-Revue Canadienne d Etudes Cinematographiques,0.2,0.1,N/A,0.2,0.2
CATHOLIC UNIVERSITY LAW REVIEW,0.2,0.2,Q4,0.2,0.1
Communications in Mathematics and Applications,0.2,0.4,N/A,0.2,0.1
Contemporanea,0.2,0.3,N/A,0.2,0.1
Feministische Studien,0.2,0.2,Q4,0.1,<0.1
ICL Journal-Vienna Journal on International Constitutional Law,0.2,0.3,N/A,0.2,0.1
Ilahiyat Tetkikleri Dergisi-Journal of Ilahiyat Researches,0.2,0.1,N/A,0.2,<0.1
Journal of Early Modern Studies-Romania,0.2,0.3,N/A,0.2,<0.1
JOURNAL OF ECUMENICAL STUDIES,0.2,0.1,N/A,0.2,<0.1
Logos-Revista de Linguistica Filosofia y Literatura,0.2,0.3,N/A,0.2,<0.1
Rabels Zeitschrift fur Auslandisches und Internationales Privatrecht,0.2,0.3,N/A,0.1,0.1
RIVISTA STORICA ITALIANA,0.2,0.2,N/A,0.2,<0.1
ZEITSCHRIFT FUR GERMANISTISCHE LINGUISTIK,0.2,0.3,N/A,0.1,0.6
Australasian Catholic Record,0.2,0.1,N/A,0.1,<0.1
Bulletin of the Institute of Mathematics Academia Sinica New Series,0.2,0.4,N/A,0.1,0.1
California Archaeology,0.2,0.5,N/A,0.1,<0.1
Codrul Cosminului,0.2,,N/A,0.2,<0.1
Dynamis,0.2,0.7,Q3,0.2,<0.1
East Asian Publishing and Society,0.2,0.1,N/A,0.2,0.2
NEUE ZEITSCHRIFT FUR SYSTEMATISCHE THEOLOGIE UND RELIGIONSPHILOSOPHIE,0.2,0.2,N/A,0.2,0.1
Signa-Revista de la Asociacion Espanola de Semiotica,0.2,0.3,N/A,0.2,0.2
Zeitschrift fuer Individualpsychologie,0.2,0.1,N/A,<0.1,0.1
Brumal-Research Journal on the Fantastic,0.2,0.2,N/A,0.2,<0.1
International Journal of Group Theory,0.2,0.3,N/A,0.2,0.4
JOURNAL OF BAND RESEARCH,0.2,0.1,N/A,0.2,<0.1
MODERNA SPRAK,0.2,0.2,N/A,0.2,0.1
PRINT QUARTERLY,0.2,0.1,N/A,0.2,0.2
Anuario IEHS,0.2,0.2,N/A,0.2,<0.1
Early Modern French Studies,0.2,0.1,N/A,0.2,<0.1
Estoa-Revista de la Facultad de Arquitectura y Urbanismo de la Universidad de Cuenca,0.2,0.2,N/A,0.2,<0.1
Fontes Linguae Vasconum,0.2,,N/A,0.2,0.1
Journal of French and Francophone Philosophy,0.2,0.2,N/A,0.2,<0.1
Journal of Romance Studies,0.2,0.1,N/A,0.1,<0.1
Manuscrito,0.2,0.3,N/A,0.2,0.4
METU Journal of the Faculty of Architecture,0.2,0.3,N/A,0.2,<0.1
Review of Rabbinic Judaism,0.2,0.1,N/A,0.2,<0.1
Scandinavian Journal of the Old Testament,0.2,0.2,N/A,0.1,<0.1
Annales Instituti Archaeologici,0.2,0.1,N/A,0.1,0.1
Canadian Bulletin of Medical History,0.2,0.2,N/A,0.2,
Dialog so Vremenem-Dialogue with Time,0.2,0.1,N/A,0.1,<0.1
Economia Agraria y Recursos Naturales,0.2,1.0,N/A,0.2,<0.1
Journal of Asia-Pacific Pop Culture,0.2,0.2,N/A,<0.1,<0.1
Journal of Islamic Archaeology,0.2,0.4,N/A,0.2,<0.1
Megaron,0.2,0.3,N/A,0.2,0.1
Metaphysica-International Journal for Ontology & Metaphysics,0.2,0.3,N/A,0.1,<0.1
Rivista di Filosofia del Diritto-Journal of Legal Philosophy,0.2,0.2,N/A,0.2,<0.1
Vestnik Permskogo Universiteta-Juridicheskie Nauki,0.2,0.3,N/A,0.1,<0.1
Acta Koreana,0.2,0.4,N/A,0.2,<0.1
Disegnarecon,0.2,0.2,N/A,0.2,<0.1
GYMNASIUM,0.2,0.2,N/A,0.2,0.1
Ideas in Ecology and Evolution,0.2,0.5,N/A,0.2,<0.1
International Journal of the Platonic Tradition,0.2,0.2,N/A,0.2,<0.1
Journal of Geography-Cografya Dergisi,0.2,0.3,N/A,0.1,<0.1
Revista de Historia Moderna-Anales de la Universidad de Alicante,0.2,,N/A,0.2,0.1
Studies in Chinese Religions,0.2,,N/A,0.2,0.1
Voprosy Onomastiki-Problems of Onomastics,0.2,0.2,N/A,0.1,<0.1
ARCHIVO ESPANOL DE ARTE,0.2,0.2,N/A,0.2,<0.1
Commentationes Mathematicae Universitatis Carolinae,0.2,0.3,N/A,0.2,0.1
Journal for the Study of the Historical Jesus,0.2,0.2,N/A,0.2,<0.1
LEONARDO MUSIC JOURNAL,0.2,0.2,N/A,0.2,
Quest-Issues in Contemporary Jewish History,0.2,0.2,N/A,0.2,0.1
South African Journal of African Languages,0.2,0.3,N/A,0.2,0.1
UNIVERSITY OF PITTSBURGH LAW REVIEW,0.2,0.2,Q4,0.2,0.1
Vestnik St Petersburg University-Mathematics,0.2,0.2,N/A,0.1,0.1
African Journal of International and Comparative Law,0.2,0.2,N/A,0.2,<0.1
Derrida Today,0.2,0.2,N/A,0.2,0.3
DEUTSCHE ZEITSCHRIFT FUR PHILOSOPHIE,0.2,0.2,N/A,0.1,0.2
Estudos de Linguistica Galega,0.2,0.2,N/A,0.2,<0.1
JOURNAL OF LEGAL EDUCATION,0.2,0.3,Q4,0.2,
Kant Yearbook,0.2,0.4,N/A,0.2,<0.1
Prometeica-Revista de Filosofia y Ciencias,0.2,0.1,N/A,0.1,0.1
Vestnik Sankt-Peterburgskogo Universiteta-Filosofiya i Konfliktologiya,0.2,0.1,N/A,0.1,<0.1
Vestnik Volgogradskogo Gosudarstvennogo Universiteta-Seriya 2-Yazykoznanie,0.2,0.2,N/A,0.1,<0.1
AMERICAN MUSIC,0.2,0.3,N/A,0.1,<0.1
Buddhist-Christian Studies,0.2,0.2,N/A,0.2,<0.1
Cultura de los Cuidados,0.2,0.2,N/A,0.1,<0.1
Imago-Revista de Emblematica y Cultura Visual,0.2,0.1,N/A,0.2,
Italian Journal of Pure and Applied Mathematics,0.2,0.4,N/A,0.2,<0.1
Journal of Northwest Semitic Languages,0.2,0.1,N/A,0.2,<0.1
Real Analysis Exchange,0.2,0.3,N/A,0.1,0.1
STUDIES IN EAST EUROPEAN THOUGHT,0.2,0.2,Q4,0.2,<0.1
THEOLOGY TODAY,0.2,0.2,N/A,0.1,0.2
Vestnik Tomskogo Gosudarstvennogo Universiteta Filologiya-Tomsk State University Journal of Philology,0.2,0.2,N/A,0.1,<0.1
